id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Georgetown-Marine Park-Bergen Beach-Mill Basin, 0.00340012, 0.00414027, 0.00455362, 0.00403026, 0.00230197, 0.00134619,  0.00062933, 0.00050052, 0.00060789, 0.00126437, 0.00193558, 0.00378125,  0.00855074, 0.01529071, 0.01030897, 0.00880798, 0.00725897, 0.00412433,  0.00350659, 0.00252432, 0.00206194, 0.00219947, 0.00271288, 0.00299429
Glen Oaks-Floral Park-New Hyde Park, 0.00105599, 0.00125286, 0.00129712, 0.00048891, 0.00041135, 0.00109764,  0.00032504, 0.00037151, 0.0003374 , 0.00053937, 0.00137257, 0.00122094,  0.00358146, 0.0072001 , 0.00632099, 0.00403724, 0.00311725, 0.00261239,  0.00126489, 0.0008895 , 0.00093282, 0.00110842, 0.00136113, 0.00129789
Glendale, 0.00745654, 0.00951879, 0.00915577, 0.01074925, 0.00685348, 0.00293477,  0.00054239, 0.00069001, 0.00068972, 0.00149044, 0.00291345, 0.00474847,  0.01254085, 0.01917421, 0.01952064, 0.01528255, 0.0118823 , 0.01145291,  0.00824155, 0.00585564, 0.00455674, 0.00502556, 0.00473166, 0.00596374
Gramercy,-0.05025451,-0.05656015,-0.06486896,-0.05404784,-0.07007391,-0.11287962, -0.07233475,-0.0523998 ,-0.05479449,-0.10223082,-0.14228464,-0.13959609, -0.1916402 ,-0.38431375,-0.35341165,-0.22673782,-0.12764299,-0.06861257, -0.03886772,-0.01592134,-0.01602271,-0.02543343,-0.03999223,-0.06438077
Grasmere-Arrochar-Ft. Wadsworth,  6.41181875e-04,  5.97727768e-04,  7.05029499e-04,  7.56906898e-04,   5.21600700e-06,  1.79080883e-04,  4.75120247e-05,  3.08242193e-05,   3.96385355e-05,  5.21434207e-05,  1.94688507e-04,  2.76466982e-04,   8.88745011e-04,  1.55464559e-03,  1.01304318e-03,  4.97048617e-04,   4.34068364e-04,  2.62619493e-04,  3.42490056e-04,  3.71983008e-04,   3.84395356e-04,  5.65552313e-04,  6.89048283e-04,  4.57253790e-04
Gravesend, 0.00179396, 0.00163299, 0.0018623 , 0.00171403, 0.00073346, 0.00068699,  0.00025148, 0.00031103, 0.0004806 , 0.00080053, 0.0009355 , 0.00169886,  0.00468302, 0.00637306, 0.00502911, 0.00426442, 0.00307597, 0.00302649,  0.00196926, 0.00139674, 0.00131188, 0.00142243, 0.00117669, 0.00154887
Great Kills,  4.50340753e-06,  7.30395685e-06,  4.08984392e-04,  1.03525330e-05,   5.21600700e-06,  6.17520286e-06,  6.99458892e-07,  5.86246412e-07,   2.14544443e-05,  9.11217215e-05,  2.07879400e-06,  3.36730049e-06,   7.49363416e-06,  8.43919013e-06,  3.39018411e-04,  1.75213018e-04,   7.51177664e-06,  2.60408478e-06,  2.13913676e-04,  1.83604644e-06,   2.64721869e-06,  2.64847652e-04,  1.80473621e-06,  2.45582220e-04
Greenpoint, 0.07593806, 0.07524186, 0.08250768, 0.07569948, 0.03952626, 0.01735078,  0.00081992,-0.00330342,-0.00542013,-0.01173489, 0.00172816, 0.01627556,  0.04294402, 0.07257227, 0.07639148, 0.05606102, 0.04355756, 0.05229459,  0.04996179, 0.0484294 , 0.05137466, 0.06041909, 0.0590719 , 0.06853688
Grymes Hill-Clifton-Fox Hills,  3.75899180e-04,  2.01415895e-04,  5.83920137e-04,  2.40061568e-04,   1.87276087e-04,  6.17520286e-06,  4.75120247e-05,  6.91256515e-05,   4.19115469e-05,  9.50195516e-05,  1.05791717e-04,  1.51296295e-04,   3.50202503e-04,  9.07396400e-04,  4.79440238e-04,  2.32007536e-04,   4.61588144e-04,  1.85577891e-04,  1.97142843e-04,  9.78000736e-05,   1.39753944e-04,  1.74370144e-04,  3.85852601e-04,  3.27226969e-04
Hamilton Heights, 0.06326719, 0.07689181, 0.09545292, 0.08896518, 0.0454222 ,-0.00098803, -0.01055553,-0.01712419,-0.02030609,-0.02135084,-0.01605861,-0.00594793,  0.01716742, 0.04229539, 0.06248972, 0.06304674, 0.06048223, 0.06208851,  0.04059808, 0.02694716, 0.02840793, 0.03268773, 0.03406331, 0.04537396
Hammels-Arverne-Edgemere,  8.72701318e-04,  1.04256763e-03,  1.48551205e-03,  9.86615933e-04,   6.77437840e-04,  5.35698848e-04,  2.01324741e-04,  8.72684352e-05,   1.03282855e-04,  2.00260964e-04,  4.02114353e-04,  8.34045498e-04,   9.37703421e-04,  2.70531082e-03,  3.00703313e-03,  1.72759649e-03,   1.21838209e-03,  7.63389909e-04,  6.44365035e-04,  5.63911063e-04,   3.22562911e-04,  3.50002954e-04,  4.97024351e-04,  5.87280612e-04
Highbridge, 0.0106351 , 0.01205033, 0.01814478, 0.01233807, 0.00706355, 0.00325896,  0.00043873, 0.00057309,-0.00038087, 0.00022365, 0.00383205, 0.00967565,  0.02037419, 0.03485202, 0.02800212, 0.02300661, 0.01961535, 0.01858889,  0.01222183, 0.0071443 , 0.0054681 , 0.00478074, 0.00409242, 0.0069344 
Hollis, 0.00128268, 0.00152785, 0.0011491 , 0.00123547, 0.00077547, 0.0005357 ,  0.0003217 , 0.00017798, 0.00026239, 0.00046921, 0.00101698, 0.00157369,  0.00348354, 0.00256148, 0.00525378, 0.00312853, 0.00322733, 0.00200569,  0.00104127, 0.00086551, 0.00088443, 0.00098601, 0.00084317, 0.00106203
Homecrest, 0.00465901, 0.00476305, 0.00536101, 0.00512138, 0.00291818, 0.00189733,  0.00052233, 0.00045012, 0.00040105, 0.00106168, 0.00235784, 0.00396331,  0.00926063, 0.01439175, 0.01519565, 0.00952738, 0.00698378, 0.00496216,  0.00451843, 0.00311381, 0.00222324, 0.0029366 , 0.00278363, 0.00383493
Hudson Yards-Chelsea-Flatiron-Union Square, -2.98795454e-01, -3.82271894e-01, -6.04855236e-01, -7.44227779e-01,  -3.33626883e-01,  2.72712396e-02,  7.09183076e-05,  3.26434859e-02,   1.94154812e-01,  5.31423829e-01,  6.01870393e-01,  5.24855438e-01,   4.73386358e-01, -2.06032553e-01, -4.09468042e-01, -4.02687231e-01,  -3.98478900e-01, -2.30062881e-01, -2.08672391e-01, -2.29341907e-01,  -2.44453268e-01, -2.59357701e-01, -1.89854278e-01, -1.93222233e-01
Hunters Point-Sunnyside-West Maspeth, 0.09079389, 0.0979206 , 0.12285055, 0.12391923, 0.0814841 ,-0.00883363, -0.02598027,-0.01282838,-0.00902513, 0.00433976, 0.00702493,-0.00206764,  0.01244293, 0.07278801, 0.06057998, 0.03784891, 0.00753417, 0.01470792,  0.02395023, 0.02921946, 0.0459092 , 0.06991124, 0.06710406, 0.07880295
Hunts Point, 0.00403198, 0.00356602, 0.00370585, 0.00527452, 0.00529896, 0.00646852,  0.00161239, 0.00209305, 0.0018876 , 0.00267928, 0.00451359, 0.00458917,  0.00747365, 0.01126338, 0.00966303, 0.00481343, 0.00304845, 0.00151455,  0.00152204, 0.00097519, 0.00141942, 0.00141178, 0.00136113, 0.00232601
JFK,-0.33284328,-0.31937154,-0.14893232,-0.01136024, 0.26078527, 0.14376644, -0.02459262,-0.04707591,-0.03893114,-0.02972338,-0.11614899,-0.13980091, -0.26806428,-0.63627347,-0.57825508,-0.67808385,-0.68791818,-0.50177898, -0.26571558,-0.21700368,-0.19859241,-0.21596309,-0.21562086,-0.25765506
Jackson Heights, 0.03904447, 0.03487466, 0.02413296,-0.05318643,-0.10938488,-0.03642289, -0.00708472,-0.00395454,-0.00524057,-0.0023762 , 0.00342461, 0.01170114,  0.02372784, 0.0315079 , 0.05153682, 0.04216529, 0.029206  , 0.02658196,  0.02250794, 0.0161752 , 0.01978634, 0.02571298, 0.02450507, 0.03329659
Jamaica,-0.00852795,-0.01400111,-0.00736893,-0.00274616,-0.00026087,-0.00157159, -0.00183168,-0.00111419,-0.00200834,-0.00060269,-0.00313153,-0.00808721, -0.01301544,-0.03242594,-0.03069421,-0.03128895,-0.02482909,-0.02717382, -0.02175588,-0.01277509,-0.00917813,-0.00745501,-0.00746944,-0.00776165
Jamaica Estates-Holliswood, 0.00463007, 0.00512701, 0.00408264, 0.00381969, 0.00210591, 0.00158394,  0.00086339, 0.00075855, 0.00101249, 0.00147875, 0.00250601, 0.00406573,  0.00989709, 0.01708863, 0.01606626, 0.01066327, 0.00813961, 0.00714821,  0.00466377, 0.0035148 , 0.00337655, 0.00350341, 0.00372353, 0.004098  
Kensington-Ocean Parkway, 0.01311912, 0.01399145, 0.01671838, 0.01608998, 0.00889815, 0.00213508, -0.00031027,-0.00064449,-0.00088548, 0.00020416, 0.00238007, 0.00405435,  0.00997053, 0.01489517, 0.01730198, 0.01333261, 0.00869   , 0.00866978,  0.00580419, 0.0059002 , 0.0066698 , 0.00838121, 0.00941856, 0.01149139
Kew Gardens, -7.26697401e-05, -1.86807981e-04,  2.13142865e-03,  3.83883645e-03,   1.83982143e-03,  1.57467673e-04, -1.09605208e-03, -2.45070542e-03,  -2.47431207e-03, -4.34071108e-03, -9.71730367e-03, -1.68832963e-02,  -3.75436067e-02, -4.47596298e-02, -3.30532921e-02, -3.35796618e-02,  -2.61362791e-02, -2.01341448e-02, -1.83569878e-02, -1.16406568e-02,  -5.04072959e-03, -2.55592173e-03, -1.33730953e-03, -1.20307209e-04
Kew Gardens Hills, 0.01027336, 0.01219592, 0.01225079, 0.01120867, 0.00469676, 0.00304283,  0.00172608, 0.00180277, 0.00245812, 0.00391879, 0.00870656, 0.01327146,  0.02644503, 0.05275925, 0.04313959, 0.02872392, 0.02547707, 0.01992749,  0.01429023, 0.00920753, 0.00755965, 0.00858612, 0.00830431, 0.00957425
Kingsbridge Heights, 0.00358341, 0.00531303, 0.00563014, 0.00738018, 0.00538299, 0.00303202,  0.00063267, 0.00063962, 0.00023966, 0.0015684 , 0.00153555, 0.00437296,  0.01131689, 0.01604584, 0.01011238, 0.00627116, 0.00574539, 0.00531847,  0.00276867, 0.00233925, 0.00224475, 0.00223939, 0.00236926, 0.00280983
LGA,-0.26340192,-0.10216028,-0.02521237, 0.14151112, 0.60957037, 0.71840766,  0.26162944, 0.07851046,-0.0139712 ,-0.1522049 ,-0.39812961,-0.47514456, -0.52658916,-0.41131842,-0.44426457,-0.46285156,-0.56127216,-0.63825818, -0.49471011,-0.34768954,-0.2956586 ,-0.33574733,-0.29404242,-0.31203651
Laurelton, 0.00145632, 0.00228812, 0.00149897, 0.00119718, 0.00063542, 0.00043844,  0.00035514, 0.00020419, 0.00029422, 0.00059004, 0.00097994, 0.00197196,  0.00375281, 0.0054741 , 0.00615248, 0.00524886, 0.00401164, 0.00227533,  0.0017177 , 0.00118082, 0.00085217, 0.00111374, 0.00097708, 0.00109832
Lenox Hill-Roosevelt Island, 0.11675301, 0.08901572, 0.04852977,-0.0016359 ,-0.08989045,-0.05652318, -0.0250273 ,-0.13489303,-0.1982897 ,-0.23002897,-0.1968969 ,-0.17085462, -0.20860429,-0.01336804,-0.04793801,-0.05131848, 0.00979079,-0.03198892,  0.06580464, 0.09655193, 0.12170234, 0.17355855, 0.173882  , 0.14864247
Lincoln Square,-0.00067558, 0.00371969, 0.05178627, 0.04417191,-0.00999408,-0.04116699, -0.06437661,-0.09740802,-0.10969453,-0.1354988 ,-0.17090941,-0.14104124, -0.13269428,-0.2021131 ,-0.09503549, 0.15558394, 0.1115039 , 0.2762449 ,  0.2176757 , 0.10294039, 0.0205821 ,-0.05366507,-0.10023721,-0.10611938
Lindenwood-Howard Beach,  2.12676497e-03,  2.36899920e-03,  2.27945120e-03,  2.46058224e-03,   1.40567816e-03,  1.21651496e-03,  3.91918759e-04,  5.29987327e-05,   3.98774337e-04,  7.26468024e-04,  1.43183551e-03,  2.01747745e-03,   4.82989700e-03,  9.39355246e-03,  1.18255239e-02,  7.35025372e-03,   5.16747050e-03,  4.04728821e-03,  2.46120519e-03,  1.59209707e-03,   1.47049569e-03,  1.84554295e-03,  1.51020326e-03,  1.88150107e-03
Longwood, 0.00439373, 0.00530494, 0.00767555, 0.00630821, 0.00319827, 0.00094635,  0.0001077 , 0.00053681, 0.0001101 ,-0.00031035, 0.00080215, 0.00172162,  0.00519709, 0.00856651, 0.00589972, 0.00416976, 0.00306221, 0.0032865 ,  0.00290284, 0.00188342, 0.00198397, 0.0018961 , 0.0020408 , 0.00308803
Lower East Side, 0.08893691, 0.09285751, 0.1001089 , 0.09273623, 0.03172568,-0.0081312 , -0.00894719, 0.00750968,-0.00554288,-0.01432305, 0.00451359, 0.0595391 ,  0.22367399, 0.36372653, 0.42174492, 0.32191615, 0.2416587 , 0.26286855,  0.19598543, 0.1440507 , 0.11857846, 0.11067402, 0.09036675, 0.08833422
Madison, 0.00335671, 0.00443144, 0.0050246 , 0.00492995, 0.00218994, 0.00143265,  0.00047217, 0.00037151, 0.00046015, 0.00089407, 0.00146888, 0.0025523 ,  0.00573563, 0.01137126, 0.00921368, 0.00611971, 0.00498859, 0.00372949,  0.00226555, 0.0013042 , 0.00129844, 0.00226866, 0.00242484, 0.00323318
Manhattanville, 0.02693311, 0.0353195 , 0.04551549, 0.04907237, 0.01987777, 0.00177846,  0.00246505, 0.00717707, 0.00333096, 0.00650305, 0.0065434 , 0.01269112,  0.02649399, 0.06775385, 0.02920975, 0.03074959, 0.02696314, 0.0129167 ,  0.0144244 , 0.01050647, 0.01060557, 0.01032648, 0.01088653, 0.01773873
Marble Hill-Inwood, 0.01992   , 0.02152947, 0.02304298, 0.02010989, 0.01039665, 0.00301041,  0.00019464,-0.00026349,-0.0002604 ,-0.00063387, 0.00098735, 0.00328056,  0.01288356, 0.03431265, 0.0271315 , 0.02253332, 0.01371236, 0.01434197,  0.01127148, 0.01040708, 0.0121702 , 0.01442724, 0.01515906, 0.01770849
Mariner's Harbor-Arlington-Port Ivory-Graniteville,  2.50492816e-04,  4.27879822e-04,  1.93678860e-04,  8.69222115e-05,   5.21600700e-06,  6.17520286e-06, -5.94881257e-05, -5.98896993e-05,  -8.53770914e-05, -4.92001613e-05, -1.27373378e-05, -8.76659266e-05,  -1.63860800e-04,  1.88230632e-04, -2.78837628e-04,  6.16239832e-05,   7.63112262e-05,  1.08536288e-04,  1.13288683e-04,  5.66726334e-05,   7.79214993e-05,  1.61064628e-04,  1.86248776e-04,  2.51629979e-04
Maspeth, 0.02032033, 0.02778149, 0.030942  , 0.03674466, 0.02543761, 0.0101968 ,  0.00309702, 0.00214748, 0.00139663, 0.00329124, 0.007462  , 0.01431834,  0.03273619, 0.06304332, 0.05681668, 0.05085485, 0.04102574, 0.03654921,  0.0279361 , 0.01882449, 0.0142026 , 0.01517767, 0.01361024, 0.01582159
Melrose South-Mott Haven North, 0.00807392, 0.0107239 , 0.00934416, 0.01095982, 0.00528496, 0.00320493,  0.00266233, 0.00284699, 0.00364009, 0.00200885, 0.00212819,-0.00065662, -0.00807064,-0.01534575,-0.01488271,-0.00597753,-0.01241767,-0.00809639, -0.00341418,-0.00161927,-0.00048126, 0.00124946, 0.00315504, 0.00550411
Middle Village, 0.01316253, 0.01544729, 0.01437693, 0.01698968, 0.01013056, 0.00459898,  0.00145523, 0.00117785, 0.00135799, 0.0029989 , 0.00621004, 0.0097553 ,  0.02365441, 0.04294264, 0.03586574, 0.02908362, 0.02213341, 0.02189205,  0.01628596, 0.01255599, 0.01127497, 0.01180605, 0.00998705, 0.01100152
Midtown-Midtown South,-0.83346549,-0.85902699,-0.81839795,-0.66532273,-0.32117677, 0.47532389,  0.74254831, 0.80408271, 0.8017103 , 0.74646322, 0.52380419, 0.27674438, -0.13098073, 0.26325907,-0.08343664, 0.09017559, 0.2534922 ,-0.02132829, -0.66820437,-0.75336033,-0.7612112 ,-0.73531996,-0.76168892,-0.78939219
Midwood, 0.00617353, 0.00653432, 0.0080927 , 0.00741847, 0.00517292, 0.0023296 ,  0.00090017, 0.00078274, 0.00108977, 0.00123708, 0.00278751, 0.00520364,  0.01254085, 0.02111595, 0.0161786 , 0.01053075, 0.00902024, 0.00685931,  0.00459669, 0.00426195, 0.00377443, 0.00476211, 0.0044891 , 0.00496586
Morningside Heights, 0.03907823, 0.04575302, 0.03074015, 0.02305783,-0.02268227,-0.03329978, -0.01405979,-0.01119553, 0.01098873, 0.00310414, 0.01789997,-0.01081821, -0.05115404,-0.14360896, 0.00825881,-0.14012618,-0.12958313,-0.12451589, -0.05389997,-0.02141871,-0.00036297, 0.01417177, 0.02956086, 0.03401929
Morrisania-Melrose, 0.00638576, 0.00775561, 0.00845603, 0.00818417, 0.00438866, 0.00064376,  0.00046548,-0.00020705,-0.0005968 , 0.00042634, 0.00202448, 0.00359918,  0.00926063, 0.01644138, 0.01432503, 0.00914875, 0.00857992, 0.00784159,  0.00580419, 0.00461154, 0.00406746, 0.00350075, 0.00362247, 0.00473604
Mott Haven-Port Morris, 0.01761445, 0.01830235, 0.02450975, 0.02263669, 0.01372975, 0.00496641,  0.00900209, 0.00845714, 0.00682458, 0.00769189, 0.01109195, 0.01791415,  0.03359296, 0.06401419, 0.04518975, 0.03294565, 0.02209214, 0.014159  ,  0.01118204, 0.00872428, 0.00864037, 0.00890545, 0.01016897, 0.01388328
Mount Hope, 0.00577802, 0.00739165, 0.0071642 , 0.00808845, 0.0066154 , 0.00229718,  0.00130142, 0.00140968, 0.00060789, 0.00088628, 0.00321718, 0.00479399,  0.01751013, 0.01475134, 0.01803217, 0.01537721, 0.00842856, 0.00553997,  0.00490975, 0.00408716, 0.00395724, 0.0038121 , 0.00337991, 0.00433084
Murray Hill, 0.00643399, 0.00862102, 0.00969404, 0.00801188, 0.00504688, 0.00210266,  0.00070289, 0.00062349, 0.00107613, 0.00227001, 0.0046173 , 0.00718361,  0.01418095, 0.0213317 , 0.02238525, 0.01613447, 0.01274917, 0.01016247,  0.00663714, 0.00464924, 0.00405402, 0.00469292, 0.00444362, 0.00495376
Murray Hill-Kips Bay, 0.02139594, 0.03499598, 0.03380826, 0.02807314,-0.02462891,-0.01669003,  0.01661247, 0.01108583,-0.02368605,-0.04613714, 0.00612855,-0.03884506, -0.07835044, 0.05103325, 0.01842535, 0.06687091, 0.08859368, 0.04427263, -0.04531331,-0.06131575,-0.0025513 , 0.05902733, 0.06739968, 0.0241433 
New Brighton-Silver Lake,  3.66252537e-04,  7.30395685e-06,  5.28651976e-06,  5.08055443e-04,   5.21600700e-06,  6.17520286e-06,  6.99458892e-07,  5.86246412e-07,   9.97341736e-07,  1.22304362e-04,  2.07879400e-06,  4.24395976e-04,   3.01244093e-04,  5.83771804e-04,  4.23271508e-04,  2.32007536e-04,   7.51177664e-06,  4.11248860e-05,  1.80372011e-04,  1.14936507e-04,   2.17716592e-04,  3.12747510e-04,  1.96355299e-04,  3.27226969e-04
New Dorp-Midland Beach,  3.27665963e-04,  7.30395685e-06,  5.16637158e-04,  2.40061568e-04,   1.59266844e-04,  6.17520286e-06,  6.99458892e-07,  5.86246412e-07,   9.97341736e-07,  1.47162972e-06,  8.35675189e-05,  1.28537988e-04,   7.90828191e-04,  7.99521535e-04,  9.00705720e-04,  2.37609716e-05,   7.51177664e-06,  1.08536288e-04,  1.07698405e-04,  2.04045961e-04,   9.13633352e-05,  6.72064325e-06,  3.55533032e-04,  2.93964293e-04
New Springville-Bloomfield-Travis,  5.15775510e-04,  6.13903763e-04,  6.51203116e-04,  6.99479639e-04,   5.21600700e-06,  6.17520286e-06,  5.75432888e-05,  6.71097867e-05,   2.26025470e-04,  2.39239264e-04,  2.90993364e-04,  6.74737351e-04,   1.13353706e-03,  1.77039532e-03,  1.77132105e-03,  1.00819927e-03,   6.95506273e-04,  5.70785903e-04,  2.80997004e-04,  2.65737121e-04,   4.81176574e-04,  6.45385408e-04,  5.60190118e-04,  6.23567167e-04
North Corona, 0.01922062, 0.03102477, 0.04904112, 0.07575691, 0.06798365, 0.00989422,  0.00115429,-0.0001627 ,-0.00068091,-0.00068844, 0.00013542, 0.00406573,  0.01121897, 0.01734033, 0.01865002, 0.01632379, 0.01544611, 0.01737549,  0.00961676, 0.00759328, 0.00753545, 0.0083892 , 0.00756148, 0.00955913
North Riverdale-Fieldston-Riverdale, 0.00572014, 0.00523215, 0.00630297, 0.00613593, 0.00307223, 0.00174604,  0.00121448, 0.00288126, 0.00384693, 0.00416435, 0.00714345, 0.01031288,  0.01819554, 0.03348561, 0.03081055, 0.02255225, 0.01500579, 0.01352341,  0.00992982, 0.00680843, 0.00672357, 0.00709324, 0.00726587, 0.00653828
North Side-South Side,-0.10397667,-0.14552003,-0.21893353,-0.24141384,-0.12829112,-0.03179766, -0.00626884,-0.0049665 ,-0.0050019 ,-0.00132379, 0.00975109, 0.03343532,  0.08448523, 0.13963447, 0.10551497, 0.07234211, 0.04196142, 0.05395099,  0.05315384, 0.05086963, 0.04801688, 0.03434294, 0.00524456,-0.05575969
Norwood,  1.77466248e-03,  3.70351877e-03,  5.23990227e-03,  6.76762665e-03,   4.78079195e-03,  3.34541615e-03,  2.22095258e-03,  1.12140711e-03,   1.08067776e-03,  2.58728415e-04, -1.20543595e-03, -7.16549934e-03,  -1.08857526e-02, -1.41950847e-02, -1.92919530e-02, -2.24479364e-02,  -2.14716764e-02, -1.34218951e-02, -6.36584281e-03, -2.55149253e-03,  -1.02430904e-03,  9.98592548e-05,  4.43965107e-04,  1.01969539e-03
Oakland Gardens, 0.0023824 , 0.00178666, 0.00202378, 0.00192459, 0.00080348, 0.00123813,  0.00037186, 0.00046625, 0.00056243, 0.00119031, 0.00214301, 0.00355366,  0.00573563, 0.01011272, 0.00837115, 0.00782354, 0.00502987, 0.00331539,  0.00231586, 0.00163665, 0.00158341, 0.00180297, 0.00151778, 0.00174543
Oakwood-Oakwood Beach,  2.31199529e-04,  1.44799913e-04,  5.28651976e-06,  1.03525330e-05,   5.21600700e-06,  6.17520286e-06,  6.99458892e-07,  5.86246412e-07,   9.97341736e-07,  1.47162972e-06,  8.35675189e-05,  1.62675448e-04,   7.49363416e-06,  2.60147209e-04,  3.67102777e-04,  4.82946577e-06,   7.63112262e-05,  1.37426889e-04,  1.48313482e-06,  1.11509220e-04,   1.18247007e-04,  6.72064325e-06,  1.96355299e-04,  1.57889712e-04
Ocean Hill,  1.16142388e-02,  1.53421470e-02,  1.74988610e-02,  1.96121902e-02,   1.00745389e-02,  3.09686423e-03,  8.66731927e-04, -2.23174753e-04,  -1.12653228e-04,  3.26542703e-05,  2.00966465e-03,  3.70159215e-03,   9.52990435e-03,  1.21263824e-02,  1.21906206e-02,  8.05071944e-03,   8.15336661e-03,  9.25722658e-03,  6.85516321e-03,  4.57726377e-03,   4.20725347e-03,  4.50398503e-03,  5.34057538e-03,  6.95557100e-03
Ocean Parkway South, 0.00250298, 0.0028381 , 0.00268315, 0.00144603, 0.0008595 , 0.0008707 ,  0.00046548, 0.00029289, 0.0002283 , 0.00036787, 0.00100958, 0.0022792 ,  0.00456063, 0.00896205, 0.00786563, 0.00562749, 0.0036126 , 0.00302649,  0.00184627, 0.00175661, 0.0014705 , 0.0019919 , 0.00198774, 0.0021597 
Old Astoria, 0.04507362, 0.05305648, 0.06308981, 0.06785109, 0.03291608,-0.01252949, -0.00901406,-0.00676667,-0.00596111,-0.00459407,-0.00452425, 0.00564743,  0.03014139, 0.04520801, 0.04926198, 0.04019642, 0.03570067, 0.03897602,  0.0301778 , 0.02539118, 0.02719548, 0.0310751 , 0.03228204, 0.03970116
Old Town-Dongan Hills-South Beach,  5.88125336e-04,  6.54343750e-04,  8.39595456e-04,  7.76049317e-04,   1.17252979e-04,  6.17520286e-06,  6.42307982e-05,  8.32367055e-05,   9.19177977e-05,  1.47162972e-06,  3.05809496e-04,  3.33362749e-04,   8.15307396e-04,  9.79312977e-04,  6.47946431e-04,  6.48500663e-04,   4.47828254e-04,  1.47057089e-04,  2.58635895e-04,  2.62309835e-04,   2.74172302e-04,  6.72064325e-06,  5.72823272e-04,  5.11683623e-04
Ozone Park, 0.00198689, 0.00273296, 0.00314067, 0.00286257, 0.00192385, 0.00104361,  0.0004287 , 0.00036546, 0.00031695, 0.00064461, 0.00118737, 0.00233609,  0.00441375, 0.00770351, 0.0079218 , 0.00568428, 0.00398412, 0.00241978,  0.00204752, 0.0012665 , 0.00191676, 0.00162733, 0.00182603, 0.00190267
Park Slope-Gowanus, 0.04824254, 0.04586625, 0.03714549, 0.040554  , 0.01445799,-0.00860669, -0.00743247,-0.00741578,-0.0077977 ,-0.01201164,-0.00607994,-0.00139627,  0.04573465, 0.09878586, 0.0979041 , 0.04525113, 0.02473403, 0.02919174,  0.04424294, 0.04414186, 0.04622912, 0.04521354, 0.03643329, 0.04276435
Parkchester, 0.00385834, 0.00449614, 0.0045267 , 0.00515966, 0.00104156,-0.00041528, -0.00097902,-0.00287001,-0.00486325,-0.00470321,-0.00418348,-0.00161247, -0.00261178,-0.00017135,-0.00446341,-0.00135824,-0.00162992,-0.00073892, -0.0004681 , 0.0012288 , 0.00217216, 0.00258799, 0.00282405, 0.00318177
Pelham Bay-Country Club-City Island,  2.28111126e-03,  3.35573489e-03,  3.63856737e-03,  3.07313967e-03,   2.06389537e-03,  1.21651496e-03,  8.09495717e-05, -4.48951617e-04,  -4.64969995e-04, -9.98719523e-05,  1.65056244e-04, -1.44561694e-04,   1.28041229e-03,  2.16593649e-03,  5.08527617e-03,  3.12852792e-03,   2.82828921e-03,  2.70869037e-03,  2.31026770e-03,  1.86970729e-03,   2.13721075e-03,  2.23406401e-03,  2.09638158e-03,  2.54373070e-03
Pelham Parkway, 0.00392104, 0.00419689, 0.00494386, 0.00433654, 0.00331031, 0.00194056,  0.00092692, 0.00103271, 0.00186032, 0.00212579, 0.00266898, 0.00139162,  0.00328771, 0.00270531, 0.00626482, 0.00333677, 0.00181006, 0.00120638,  0.00140464, 0.00116711, 0.00168557, 0.00283547, 0.00256381, 0.00317875
Pomonok-Flushing Heights-Hillcrest, 0.00837779, 0.01079669, 0.01098587, 0.01092153, 0.00529896, 0.00278347,  0.0015522 , 0.0013996 , 0.00278771, 0.00334581, 0.00410615, 0.00288229,  0.00693511, 0.01421196, 0.01516756, 0.00638475, 0.0045758 , 0.00785122,  0.00957204, 0.00622236, 0.0052369 , 0.00646788, 0.00619963, 0.00707653
Port Richmond,  1.68496346e-04,  8.00959336e-05,  8.60260943e-05,  2.20919149e-04,   1.92206285e-05,  6.17520286e-06, -1.26755599e-05,  2.27607598e-05,  -5.82169246e-06,  2.48586102e-05,  6.87513871e-05,  1.17158834e-04,   1.05410454e-04,  2.60147209e-04,  3.67102777e-04,  1.18418501e-04,   7.63112262e-05,  7.00154869e-05,  4.06150765e-05,  7.38090668e-05,   2.64721869e-06,  1.31792493e-04,  9.27634410e-05,  1.00436000e-04
Prospect Heights, 0.02346514, 0.02245958, 0.01918094, 0.01863593, 0.00832396,-0.00073948, -0.00197212,-0.00255351,-0.00254705,-0.00268413, 0.00080215, 0.00663741,  0.02150024, 0.03492394, 0.03800015, 0.02936759, 0.02956376, 0.03159929,  0.02260297, 0.01916722, 0.0200955 , 0.0245075 , 0.02390373, 0.02510187
Prospect Lefferts Gardens-Wingate, 0.03491088, 0.04111051, 0.04344318, 0.04160683, 0.01636261, 0.00546351,  0.00043539,-0.00162017,-0.00201289, 0.00059394, 0.00140961, 0.00513537,  0.01334866, 0.02165533, 0.01988574, 0.01975039, 0.01581763, 0.01591169,  0.01191436, 0.01031797, 0.01186641, 0.01610107, 0.01899701, 0.02626607
